

    "E_COMPILE_ERROR, "Declaration of %s must be compatible with %s",ZSTR_VAL(zend_get_function_declaration(fn",
    "E_COMPILE_ERROR, "Declaration of %s must be compatible with %s",ZSTR_VAL(zend_get_function_declaration(fn",
    "E_COMPILE_ERROR, "Trait method %s has not been applied, because there are collisions with other trait methods on %s",name, ZSTR_VAL(ce->name",
    "E_COMPILE_ERROR, "Trait method %s::%s has not been applied as %s::%s, because of collision with %s::%s",ZSTR_VAL(fn->common.scope->name",
    "E_COMPILE_ERROR, "Class %s is not a trait, Only traits may be used in 'as' and 'insteadof' statements", ZSTR_VAL(trait->name",
    "E_COMPILE_ERROR, "Required Trait %s wasn't added to %s", ZSTR_VAL(trait->name",
    "E_COMPILE_ERROR, "Could not find trait %s", ZSTR_VAL(cur_method_ref->class_name",
    "E_COMPILE_ERROR, "A precedence rule was defined for %s::%s but this method does not exist",\n\t\t\t\t\t\t\t ZSTR_VAL(cur_method_ref->ce->name",
    "E_COMPILE_ERROR, "Could not find trait %s", ZSTR_VAL(class_name",
    "E_COMPILE_ERROR, "Inconsistent insteadof definition. "\n\t\t\t\t\t\t\t\t "The method %s is to be used from %s, but %s is also on the exclude list",\n\t\t\t\t\t\t\t\t ZSTR_VAL(cur_method_ref->method_name",
    "E_COMPILE_ERROR, "Could not find trait %s", ZSTR_VAL(cur_method_ref->class_name",
    "E_COMPILE_ERROR, "An alias was defined for %s::%s but this method does not exist",
    "E_COMPILE_ERROR, "Failed to evaluate a trait precedence",
    "E_COMPILE_ERROR, "%s and %s define the same property",
